Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Epithelial Tube Morphogenesis (GO:0060562),2/33,0.0018829910231392,0.1393960312411336,0,0,34.751525719267654,218.0621331595031,SCRIB;PKD1
GO_Biological_Process_2023,Learning (GO:0007612),2/43,0.0031810145747939,0.1393960312411336,0,0,26.262359920896508,151.0231473713992,CIC;SHANK3
GO_Biological_Process_2023,Memory (GO:0007613),2/58,0.0057168596919252,0.1393960312411336,0,0,19.213320463320464,99.224035425058,CIC;SHANK3
GO_Biological_Process_2023,Synapse Assembly (GO:0007416),2/71,0.0084585324281419,0.1393960312411336,0,0,15.583235409322366,74.37223129595927,SHANK3;HAPLN4
GO_Biological_Process_2023,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),2/71,0.0084585324281419,0.1393960312411336,0,0,15.583235409322366,74.37223129595927,APC2;SHANK3
GO_Biological_Process_2023,Positive Regulation Of Neurogenesis (GO:0050769),2/75,0.0093995218483096,0.1393960312411336,0,0,14.72639763050722,68.72951822340079,SHANK3;HAPLN4
GO_Biological_Process_2023,Establishment Of Lymphocyte Polarity (GO:0001767),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,SCRIB
GO_Biological_Process_2023,Forebrain Neuron Differentiation (GO:0021879),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,SHANK3
GO_Biological_Process_2023,Metanephric Collecting Duct Development (GO:0072205),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,PKD1
GO_Biological_Process_2023,Regulation Of Glutamate Receptor Signaling Pathway (GO:1900449),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,SHANK3
GO_Biological_Process_2023,Vocal Learning (GO:0042297),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,SHANK3
GO_Biological_Process_2023,Imitative Learning (GO:0098596),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,SHANK3
GO_Biological_Process_2023,Neurotransmitter-Gated Ion Channel Clustering (GO:0072578),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,SHANK3
GO_Biological_Process_2023,Postsynaptic Density Assembly (GO:0097107),1/5,0.0097129155448507,0.1393960312411336,0,0,131.29605263157896,608.465136485093,SHANK3
GO_Biological_Process_2023,Positive Regulation Of GTPase Activity (GO:0043547),3/234,0.0105977740010212,0.1393960312411336,0,0,7.117604617604617,32.36454038436694,APC2;SCRIB;AGRN
GO_Biological_Process_2023,Metanephric Nephron Tubule Development (GO:0072234),1/6,0.0116444467860795,0.1393960312411336,0,0,105.03157894736842,467.6978364624713,PKD1
GO_Biological_Process_2023,Placenta Blood Vessel Development (GO:0060674),1/6,0.0116444467860795,0.1393960312411336,0,0,105.03157894736842,467.6978364624713,PKD1
