"GeneSymbol","Module"
"YPEL5","turquoise"
"B4GALT1","grey"
"VIM-AS1","green"
"TPGS2","brown"
"SLC25A39","brown"
"SERBP1","brown"
"LAMP3","pink"
"MORF4L1","turquoise"
"CDC42","red"
"AHNAK2","grey"
"TP63","grey"
"PRDX5","blue"
"FKBP9","grey"
"C1QC","yellow"
"GADD45B","salmon"
"CCNC","turquoise"
"HLA-DQB1","yellow"
"SNX2","turquoise"
"TCIRG1","grey"
"CCT6A","turquoise"
"TYMP","grey"
"DNALI1","blue"
"ERBB2","grey"
"YIPF3","brown"
"HNRNPDL","turquoise"
"SERPINB11","grey"
"SEC24C","turquoise"
"RBM47","turquoise"
"ANXA8L1","brown"
"SUN1","turquoise"
"CXCL16","grey"
"ETV6","grey"
"THBD","salmon"
"CSTB","greenyellow"
"TARDBP","turquoise"
"QSOX1","turquoise"
"EIF3H","brown"
"CST3","yellow"
"NET1","grey"
"FAM171B","black"
"RIN2","turquoise"
"SH3BP4","black"
"PPP1CC","grey"
"MRC1","yellow"
"PYGL","yellow"
"KIAA1217","grey"
"C1QB","yellow"
"RSPH4A","blue"
"CCNG1","turquoise"
"MDH1","brown"
"VWA3B","blue"
"RAB7A","turquoise"
"TCF4","turquoise"
"CBR1","red"
"SEC63","turquoise"
"PMP22","yellow"
"TACC1","green"
"NXF1","turquoise"
"IGKV1D-39","purple"
"PRMT2","turquoise"
"RNH1","brown"
"RAB36","blue"
"GOLGA8B","turquoise"
"PARM1","turquoise"
"SDHA","turquoise"
"CXCR4","grey"
"HSPD1","blue"
"C4ORF3","turquoise"
"LIMK2","grey"
"HLA-F","pink"
"ADD3","turquoise"
"TGOLN2","turquoise"
"HEXA","turquoise"
"ATP6V0D1","brown"
"GDF15","grey"
"CPNE1","turquoise"
"CDK5RAP3","turquoise"
"EPHX1","grey"
"UTRN","green"
"MMACHC","red"
"CCL2","salmon"
"SEMA4B","grey"
"EBF1","green"
"LOC105372594","grey"
"TALDO1","red"
"KARS1","turquoise"
"PPOX","blue"
"CHD9NB","blue"
"LYPLA1","brown"
"CNP","pink"
"ZKSCAN1","turquoise"
"COPB1","turquoise"
"KMT2E","turquoise"
"ZNF106","blue"
"PFKP","brown"
"LRRFIP1","grey"
"AP1B1","yellow"
"TGM1","greenyellow"
"INSIG1","turquoise"
"G3BP1","turquoise"
"CRACR2B","black"
"LMO7","turquoise"
"RBM5","turquoise"
"MAPK1IP1L","turquoise"
"CALCOCO1","turquoise"
"GORASP2","turquoise"
"PDXDC2P-NPIPB14P","black"
"TPM2","green"
"LRP11","blue"
"NARS1","turquoise"
"PLS3","grey"
"RAB31","brown"
"CHP2","grey"
"IDS","blue"
"SDF4","grey"
"ATF4","grey"
"FAM166A","blue"
"NEK10","blue"
"TM9SF1","blue"
"TFRC","grey"
"ROPN1L","blue"
"CFAP43","blue"
"ACSL3","turquoise"
"IFT172","blue"
"CCT3","turquoise"
"RAB6A","turquoise"
"ATXN10","turquoise"
"IFI35","pink"
"TRPC4AP","grey"
"CLDN11","magenta"
"FOSL2","grey"
"SEC22B","turquoise"
"RNF13","turquoise"
"SND1","turquoise"
"TGFBR2","green"
"RAC1","grey"
"CELSR1","grey"
"FGF7","magenta"
"KLK13","greenyellow"
"EIF3CL","grey"
"CCDC47","turquoise"
"ARL1","turquoise"
"TUSC3","blue"
"PAIP2","turquoise"
"RIPK4","grey"
"METTL9","grey"
"HDAC2","turquoise"
"RBBP4","turquoise"
"OGA","turquoise"
"ANP32E","turquoise"
"C5ORF15","turquoise"
"TMED7","turquoise"
"EXPH5","turquoise"
"PIP4K2A","tan"
"APOLD1","salmon"
"UGDH","blue"
"AVPI1","grey"
"BLCAP","turquoise"
"ARGLU1","turquoise"
"NCSTN","turquoise"
"DTX3L","pink"
"SERINC5","turquoise"
"ARCN1","turquoise"
"ADAR","pink"
"NDUFA10","turquoise"
"UGCG","turquoise"
"ST3GAL4","black"
"PRDX6","brown"
"SELP","green"
"MYL6","red"
"JKAMP","turquoise"
"HNRNPM","turquoise"
"DGKA","grey"
"P4HTM","blue"
"ALDH1L1","black"
"SELENOT","turquoise"
"TMX2-CTNND1","grey"
"EPHA2","greenyellow"
"NDUFS2","turquoise"
"TWF1","turquoise"
"IGHV1-46","purple"
"GJA1","magenta"
"CPXM2","grey"
"SCAF11","turquoise"
"NCALD","black"
"ATP1B1","turquoise"
"NIBAN1","turquoise"
"VPS35","turquoise"
"CHMP1B","grey"
"STRAP","turquoise"
"CFI","magenta"
"ARF6","turquoise"
"CTNND1","grey"
"NUMA1","turquoise"
"MISP","turquoise"
"ENTPD1","magenta"
"SPON2","grey"
"SYNE1","blue"
"KCTD12","green"
"PPP1R12B","green"
"ARPC1A","brown"
"BCAP31","brown"
"MAF1","grey"
"TBC1D8","blue"
"IGLV2-8","purple"
"CETN2","blue"
"AKAP13","tan"
"PPIL6","blue"
"IGHV3-13","purple"
"SARS1","turquoise"
"WASF2","turquoise"
"PRR4","black"
"FCGR2A","yellow"
"GPAA1","turquoise"
"NUMB","turquoise"
"HECTD1","brown"
"CFAP251","blue"
"CCT5","turquoise"
"EEF1B2","red"
"UQCRC2","brown"
"NCOR1","turquoise"
"ABCC5","grey"
"MYL9","green"
"LOXL4","grey"
"CYP2B7P","grey"
"CBX5","turquoise"
"LASP1","grey"
"IQCG","blue"
"SLC3A2","turquoise"
"TVP23B","turquoise"
"NLRC5","pink"
"SLCO2B1","yellow"
"FAT2","grey"
"SEMA5A","grey"
"ZC3H12A","grey"
"LAMP5","magenta"
"FLOT2","grey"
"TMEM45B","brown"
"ADGRF1","brown"
"SQOR","pink"
"FBP1","black"
"AHCY","brown"
"SERPINB13","greenyellow"
"CALCOCO2","pink"
"PCSK5","magenta"
"HIGD1A","brown"
"PSME1","pink"
"GBP3","pink"
"TNFAIP2","grey"
"SSR2","grey"
"MYADM","salmon"
"SNX3","brown"
"P4HA1","brown"
"NDFIP2","brown"
"PCOLCE","magenta"
"ERLEC1","turquoise"
"GOT2","grey"
"NUCB1","turquoise"
"ILF3","turquoise"
"MAP4","grey"
"CAT","turquoise"
"KRT7-AS","grey"
"UHMK1","turquoise"
"RBBP7","turquoise"
"YWHAB","red"
"SMIM14","turquoise"
"HLA-H","yellow"
"CS","turquoise"
"TPD52L1","black"
"SLC7A8","turquoise"
"PAPOLA","turquoise"
"LMAN2","brown"
"HADHB","turquoise"
"TAX1BP1","turquoise"
"HIPK1","blue"
"CRYM","grey"
"MYO6","turquoise"
"CYC1","red"
"FOLH1","black"
"IGHV1-69","purple"
"CALCRL","green"
"STAT6","grey"
"ADI1","brown"
"RNF130","brown"
"HCLS1","yellow"
"ELF5","black"
"EIF3A","turquoise"
"UBA7","pink"
"VSIG2","blue"
"FUT2","grey"
"RBPJ","turquoise"
"DTHD1","blue"
"SRSF10","turquoise"
"IRF7","pink"
"DCTN1","turquoise"
"ALDH1A3","grey"
"WDFY1","pink"
"FAM107B","grey"
"NDFIP1","turquoise"
"TECR","red"
"VNN3P","pink"
"AAMP","turquoise"
"DDX3Y","grey"
"MCAM","green"
"TSPAN14","turquoise"
"CLTA","red"
"PUM2","turquoise"
"AMD1","turquoise"
"RPLP1","red"
"PTPN13","grey"
"VILL","blue"
"LYVE1","yellow"
"ATP2C2","blue"
"SLAMF7","purple"
"KLF3","grey"
"NCKAP1","brown"
"PAFAH1B2","turquoise"
"PGRMC1","turquoise"
"APOL2","pink"
"IFITM3","pink"
"GNAI3","turquoise"
"RAD21","magenta"
"ALKBH5","grey"
"TMC4","blue"
"PLEKHB1","grey"
"NCK1","brown"
"THSD4","green"
"RCAN1","salmon"
"GPCPD1","turquoise"
"MAN2B1","yellow"
"ATP7B","grey"
"AP1G2","turquoise"
"AP2B1","turquoise"
"EIF4A3","turquoise"
"MAL2","brown"
"IGHV3-72","purple"
"TMEM33","turquoise"
"B3GNT7","grey"
"REEP3","turquoise"
"GGT5","green"
"CCDC80","magenta"
"RAI14","turquoise"
"STAB1","yellow"
"DNAI2","blue"
"CCDC113","blue"
"SRI","blue"
"PRH1-PRR4","black"
"SERPINH1","magenta"
"PIM1","yellow"
"MPEG1","yellow"
"DYNC1H1","turquoise"
"NABP1","yellow"
"ASPN","green"
"HSD17B13","grey"
"EFCAB14","turquoise"
"ITFG1","brown"
"PLOD2","grey"
"SLC35A4","turquoise"
"PLAUR","pink"
"COL10A1","magenta"
"HERC2P2","green"
"DNAH11","blue"
"TMEM50B","turquoise"
"COPZ1","turquoise"
"TM7SF3","grey"
"GABARAPL1","turquoise"
"BCAM","grey"
"MLPH","black"
"MMRN1","green"
"RAB18","turquoise"
"CCT2","turquoise"
"C11ORF58","turquoise"
"SFRP1","grey"
"ENTPD6","turquoise"
"GABARAP","red"
"CTSF","grey"
"LMAN1","turquoise"
"POLDIP2","grey"
"MBNL1","tan"
"FAM114A1","turquoise"
"SRP14","red"
"PNMA1","grey"
"SLC38A10","grey"
"TBC1D9B","turquoise"
"ALS2CL","grey"
"TCF12","magenta"
"LEPROT","turquoise"
"RAN","brown"
"STARD7","grey"
"SUMO2","red"
"CYP2B6","grey"
"PDCD6IP","grey"
"RAB14","turquoise"
"SPDEF","black"
"HADHA","turquoise"
"UBAP2L","turquoise"
"SNX6","turquoise"
"SOX4","brown"
"CX3CL1","pink"
"FLOT1","turquoise"
"UBXN11","blue"
"MARCO","yellow"
"ATP6V1B2","turquoise"
"ANXA4","brown"
"HDAC1","turquoise"
"TXNRD1","blue"
"SPG21","grey"
"TSG101","brown"
"ITLN1","tan"
"TCTN3","turquoise"
"BRD2","turquoise"
"SLC35B2","brown"
"ANXA2P2","brown"
"PDE4B","salmon"
"ATP6V0E2","black"
"SEC62","turquoise"
"CLCA4","grey"
"IGKV1-12","purple"
"TRAFD1","pink"
"DIPK2A","magenta"
"SSBP2","turquoise"
"CAPZB","magenta"
"NBR1","turquoise"
"RPL18","red"
"DYNC2H1","blue"
"CCN4","magenta"
"CXCL9","pink"
"CCND3","yellow"
"PIM3","grey"
"TMEM109","turquoise"
"RALY","grey"
"FBN1","magenta"
"SYTL2","grey"
"BICC1","green"
"DNAH6","blue"
"GRSF1","grey"
"RPS18","red"
"COL5A1","magenta"
"RCBTB1","grey"
"AHR","turquoise"
"HEG1","magenta"
"ESYT1","yellow"
"SAMD9","pink"
"PMAIP1","grey"
"CD93","green"
"TPSAB1","grey"
"PON2","turquoise"
"H1-0","turquoise"
"MANSC1","black"
"ATP2B4","grey"
"BSCL2","blue"
"DNAI4","blue"
"PKP3","grey"
"FMOD","green"
"PIAS3","turquoise"
"IGFBP7-AS1","grey"
"SS18","turquoise"
"ZNF292","turquoise"
"KTN1","turquoise"
"PSMA4","pink"
"KYNU","turquoise"
"EEF1D","red"
"SNX17","turquoise"
"ADGRG6","black"
"FNDC3B","turquoise"
"DUOXA2","pink"
"ATP1A1-AS1","grey"
"HNRNPUL2-BSCL2","blue"
"ACTR2","turquoise"
"CHMP5","brown"
"TJP3","blue"
"GNG12","turquoise"
"CDC42EP4","grey"
"HNRNPR","turquoise"
"TMEM87A","turquoise"
"STK38","grey"
"CLMN","blue"
"HUWE1","turquoise"
"KIAA1191","turquoise"
"PKP1","greenyellow"
"RGL1","yellow"
"PPP1CA","brown"
"CDS1","blue"
"HPS3","grey"
"DDX1","turquoise"
"SPAG17","blue"
"CFLAR","pink"
"MDH2","brown"
"MBTPS1","turquoise"
"RPL29","red"
"NIPSNAP2","turquoise"
"TMX4","turquoise"
"TC2N","turquoise"
"CXCL6","grey"
"LSP1","yellow"
"FGFBP1","greenyellow"
"SPTAN1","grey"
"UFC1","blue"
"N4BP2L2","turquoise"
"SOD1","red"
"ANKMY1","blue"
"SRSF11","turquoise"
"CCL13","yellow"
"PHIP","turquoise"
"KLK10","greenyellow"
"ALPL","grey"
"PCMTD1","turquoise"
"MXD1","pink"
"FAM118A","grey"
"PJA2","turquoise"
"H2AZ1","red"
"SLC2A3","salmon"
"ARHGAP5","turquoise"
"DIO2","grey"
"PTAFR","yellow"
"APMAP","turquoise"
"NDUFV1","turquoise"
"LGALS9","pink"
"VAT1","grey"
"RASSF2","yellow"
"RAB34","brown"
"RUVBL1","blue"
"CYFIP1","turquoise"
"SCNN1B","blue"
"DPP7","grey"
"ST6GALNAC2","brown"
"BNIP3L","brown"
"WDR38","blue"
"SRD5A3","brown"
"PLIN2","black"
"BECN1","brown"
"CFAP65","blue"
"FNDC3A","turquoise"
"ORMDL3","turquoise"
"CFAP52","blue"
"BNIP2","turquoise"
"VCL","green"
"API5","turquoise"
"C1QA","yellow"
"ARFIP2","grey"
"ANKRD54","blue"
"RPS9","red"
"HMGB3","grey"
"DNAH7","blue"
"DUOXA1","grey"
"COL7A1","grey"
"ACP1","turquoise"
"DUSP4","black"
"LAMA4","magenta"
"RAB11A","grey"
"CSF3","salmon"
"NNMT","grey"
"SPPL2A","turquoise"
"CFAP206","blue"
"ZNF652","black"
"FBLN5","magenta"
"PLA2R1","black"
"RO60","turquoise"
"SELPLG","yellow"
"CLNS1A","brown"
"AMZ2","brown"
"MOV10","pink"
"RFX3","blue"
"PFKL","turquoise"
"RTCB","turquoise"
"RAF1","turquoise"
"SELENOF","brown"
"PTGS2","grey"
"SRPRB","turquoise"
"MPP1","yellow"
"PLVAP","green"
"GPX4","red"
"SMS","brown"
"SPON1","magenta"
"BTN3A2","pink"
"AKR7A2","brown"
"RNA28SN3","red"
"PPP4R1","brown"
"MACF1","green"
"CYCS","brown"
"MMADHC","brown"
"SESN3","turquoise"
"DYNLT1","blue"
"C20ORF85","blue"
"SLC38A1","turquoise"
"TUBA4B","blue"
"IGHV3-64D","purple"
"MGST1","red"
"BRD8","turquoise"
"ERBB3","grey"
"ACAT1","black"
"LIMCH1","black"
"TSPAN15","grey"
"USP9X","turquoise"
"IGHJ2","purple"
"STOML3","blue"
"HSPG2","green"
"MFN2","grey"
"RTN4","grey"
"ICMT","grey"
"PHB2","brown"
"TXLNA","turquoise"
"EML4","turquoise"
"ANTXR1","magenta"
"HBP1","turquoise"
"ARID5A","salmon"
"PSMD1","turquoise"
"ARAP1","grey"
"TIMP1","grey"
"CLDN5","green"
"MIDEAS","turquoise"
"HCP5","grey"
"MAP1LC3B","turquoise"
"DAPK1","black"
"ARMCX3","turquoise"
"PUF60","turquoise"
"B3GNT2","grey"
"PAN3","turquoise"
"NID1","magenta"
"IL20RB","grey"
"IGLJ1","purple"
"TPD52L2","turquoise"
"GPR183","grey"
"ISYNA1","grey"
"IGHV1-24","purple"
"PHGDH","black"
"TMTC3","turquoise"
"MLF2","brown"
"USO1","turquoise"
"BAG1","brown"
"CCT4","turquoise"
"PADI2","black"
"ADAM8","yellow"
"DBNL","turquoise"
"LRPAP1","grey"
"ARFGEF3","black"
"IFI27","pink"
"HSD17B12","turquoise"
"ST3GAL1","black"
"SF3B3","turquoise"
"LONP2","turquoise"
"PFN1","red"
"IGHV3-49","purple"
"HK3","yellow"
"M6PR","turquoise"
"CFAP44","blue"
"PTPN6","yellow"
"JAG1","magenta"
"NCKAP1L","yellow"
"ADAMTS4","salmon"
"NINJ1","yellow"
"GLIPR1","magenta"
"CD151","brown"
"ENAH","turquoise"
"CAPG","red"
"GALE","brown"
"CES4A","blue"
"UFM1","turquoise"
"SAP18","turquoise"
"PRKDC","grey"
"PDLIM5","turquoise"
"CDH26","grey"
"LY6D","greenyellow"
"SLC20A1","grey"
"DCTN2","brown"
"CYBC1","yellow"
"GLB1","turquoise"
"GOLPH3","grey"
"PSMA1","brown"
"CERS2","turquoise"
"SPCS3","turquoise"
"TNFRSF1A","magenta"
"LBH","turquoise"
"PSMB4","brown"
"CD38","pink"
"MS4A4A","yellow"
"IP6K2","turquoise"
"STIM1","turquoise"
"ACKR3","grey"
"ARPC3","red"
"USP11","turquoise"
"A4GALT","grey"
"NCBP2","turquoise"
"CD84","yellow"
"DUSP14","blue"
"IARS2","turquoise"
"DHX15","turquoise"
"IGLV1-47","purple"
"RPL12","red"
"CELF1","turquoise"
"SERPINB6","brown"
"AKR1B1","greenyellow"
"CNIH1","brown"
"ZNF331","grey"
"ANKUB1","blue"
"ITGA5","salmon"
"HEY1","blue"
"SDHC","brown"
"ETF1","turquoise"
"TSC2","turquoise"
"GSTA2","blue"
"SNHG29","red"
"SLCO2A1","grey"
"GRB2","yellow"
"CHD9","turquoise"
"COL12A1","magenta"
"BOC","green"
"GLO1","turquoise"
"LHFPL6","green"
"GPX1","red"
"CHID1","brown"
"VCAM1","yellow"
"SH3GLB1","brown"
"CYP27A1","turquoise"
"NOL4L","turquoise"
"CLPTM1","grey"
"TNFRSF1B","yellow"
"JMJD1C","turquoise"
"RNF114","pink"
"SMARCA2","turquoise"
"CASC3","turquoise"
"GOLGA4","turquoise"
"CD99","brown"
"MEG3","green"
"DDX60","pink"
"PSMA6","red"
"SPTSSA","turquoise"
"ATP5F1C","brown"
"SORBS1","green"
"SLC35F5","turquoise"
"TPR","turquoise"
"IRF8","tan"
"EIF3I","brown"
"IGF2","magenta"
"NFIA","turquoise"
"INS-IGF2","magenta"
"TPBG","grey"
"PPP1R10","grey"
"ATRX","turquoise"
"SEC14L1","yellow"
"RABL2B","blue"
"TMEM9B","turquoise"
"KCTD10","green"
"VPS13C","turquoise"
"KLHL6","blue"
"ACTR10","turquoise"
"KLHDC2","grey"
"TRIP12","turquoise"
"BAZ2B","turquoise"
"SSR3","turquoise"
"SEL1L","grey"
"OLFML2B","magenta"
"CFAP45","blue"
"ADNP","turquoise"
"TMEM98","brown"
"MARS1","turquoise"
"PLEKHO2","yellow"
"TLN1","green"
"GALNT3","turquoise"
"SMARCE1","turquoise"
"NRDC","turquoise"
"GSTK1","red"
"SLC4A11","grey"
"FANK1","blue"
"EIF2S3","turquoise"
"SPCS2","turquoise"
"GLIPR2","turquoise"
"PTPN3","grey"
"SPAG16","blue"
"TUG1","turquoise"
"IARS1","turquoise"
"PEA15","turquoise"
"TNFRSF10B","turquoise"
"PSMB5","red"
"ANKRD12","turquoise"
"ERGIC1","turquoise"
"SCD","grey"
"PHACTR2","turquoise"
"LRRC74B","blue"
"SLC16A3","brown"
"MAOA","grey"
"SREBF2","grey"
"GLUD1","grey"
"C1ORF116","grey"
"BAIAP3","blue"
"KCNQ1OT1","turquoise"
"ALDH1A3-AS1","grey"
"PPP1R12A","green"
"MEST","turquoise"
"ARHGAP18","blue"
"SLC11A2","turquoise"
"TNFSF13","black"
"HSD17B4","turquoise"
"UBXN4","turquoise"
"SUCLG2","turquoise"
"SYTL1","brown"
"DCAF11","turquoise"
"AK7","blue"
"CD248","magenta"
"DLD","turquoise"
"LDLRAP1","grey"
"DNAJB6","turquoise"
"CLIC6","brown"
"NEBL","blue"
"TUBB2A","grey"
"SLC26A4","grey"
"GUK1","red"
"RPL11","red"
"TMEM254","blue"
"CASP4","pink"
"VPS51","grey"
"BTN3A1","pink"
"ALDH7A1","turquoise"
"RNF19A","turquoise"
"ETNK1","turquoise"
"PSMB1","red"
"UBA3","turquoise"
"RPS8","red"
"DENND2B","turquoise"
"PCBP1","grey"
"COPS7A","turquoise"
"CCDC65","blue"
"ERRFI1","grey"
"RBL2","turquoise"
"NPDC1","black"
"TOGARAM2","blue"
"PLOD1","turquoise"
"CCDC74A","blue"
"SLC25A4","blue"
"ATF7IP","turquoise"
"PTK2","turquoise"
"DEPTOR","black"
"CDH5","green"
"DZIP3","blue"
"CRISPLD2","magenta"
"RNF149","turquoise"
"CEP68","turquoise"
"TGIF1","turquoise"
"CYYR1","turquoise"
"CGN","blue"
"CFAP221","blue"
"PALM2AKAP2","yellow"
"CORO1C","turquoise"
"FBXW5","grey"
"PNISR","turquoise"
"ZBTB16","grey"
"SLC29A1","yellow"
"EDN2","brown"
"EIF4EBP2","turquoise"
"LTBP2","magenta"
"BLOC1S5-TXNDC5","grey"
"EIF5","turquoise"
"MKRN1","grey"
"TGM3","greenyellow"
"ACO2","turquoise"
"RRBP1","black"
"PKP2","black"
"CPE","green"
"KIAA0319L","turquoise"
"WLS","blue"
"LMO4","red"
"MAP3K8","grey"
"ARHGEF37","black"
"TXNDC5","grey"
"GLT8D1","grey"
"SYTL3","blue"
"TNRC6B","turquoise"
"NAP1L4","turquoise"
"DYNC1LI2","turquoise"
"SRP54","turquoise"
"TTC17","turquoise"
"SULT1E1","grey"
"IGKV1-17","purple"
"MARCHF7","turquoise"
"SF3B2","turquoise"
"GNL3","turquoise"
"CADM1","black"
"DGCR2","turquoise"
"RAC2","yellow"
"KDELR3","turquoise"
"OXA1L","brown"
"CDK16","grey"
"PSMC3","brown"
"S100A6","red"
"EHD4","pink"
"TEKT2","blue"
"TMEM106C","brown"
"KLHL21","grey"
"EIF6","red"
"SETX","turquoise"
"PSME3","turquoise"
"COL4A5","grey"
"PKP4","turquoise"
"TOMM20","grey"
"MYO1C","turquoise"
"LOC102724428","grey"
"CNOT1","grey"
"PELI1","grey"
"TMEM176A","yellow"
"ADGRL4","green"
"ANK3","turquoise"
"SLC39A6","turquoise"
"SNHG16","turquoise"
"APOL3","pink"
"CAV2","brown"
"KANK2","green"
"AKIRIN1","grey"
"CYRIB","yellow"
"BCKDHB","black"
"LRWD1","blue"
"STEAP3","blue"
"CLDND1","turquoise"
"PPP4R3B","turquoise"
"IGKV1-16","purple"
"PXDN","magenta"
"RAB11FIP1","blue"
"EDNRA","green"
"GTF3A","brown"
"AHSA1","blue"
"COQ4","blue"
"INAVA","grey"
"SLC66A3","turquoise"
"CYB5R1","brown"
"DDX60L","pink"
"PARP1","turquoise"
"SPAG8","blue"
"HIPK3","turquoise"
"SLC35A3","turquoise"
"HLA-DOA","tan"
"ITGA2","brown"
"KCNJ15","grey"
"TNS3","yellow"
"ERP44","turquoise"
"RAD54L2","turquoise"
"CCDC170","blue"
"DCAF8","turquoise"
"KDM5D","grey"
"ALOX5","yellow"
"NECTIN4","grey"
"MFSD4A","grey"
"NUDT3","turquoise"
"MAPRE1","turquoise"
"TMEM106B","turquoise"
"SLC22A4","blue"
"AKAP12","salmon"
"OSMR","magenta"
"NOP53","grey"
"ZDHHC3","grey"
"SLC44A1","grey"
"PPP2R5C","turquoise"
"B4GALT4","brown"
"DARS1","turquoise"
"BIRC6","turquoise"
"OSBPL9","turquoise"
"SYT8","grey"
"AOPEP","grey"
"MAPK15","blue"
"RPL18A","red"
"TIA1","turquoise"
"CCNDBP1","brown"
"ATP13A3","grey"
"IDI1","turquoise"
"IL1R1","salmon"
"SRGAP3-AS2","blue"
"TMX1","turquoise"
"TSPAN19","blue"
"ARFGAP3","turquoise"
"ELOVL1","brown"
"AGBL2","blue"
"RALB","grey"
"ZC3H11A","turquoise"
"BRWD1","turquoise"
"DSC2","greenyellow"
"PCSK7","green"
"SNAI2","magenta"
"DCTD","grey"
"ARL8B","turquoise"
"SEMA4A","grey"
"USP10","turquoise"
"SMAD2","turquoise"
"CPM","greenyellow"
"TOX4","turquoise"
"SLC23A2","grey"
"FGD5-AS1","turquoise"
"ODAD2","blue"
"RETREG3","turquoise"
"NOTCH2NLB","turquoise"
"DAW1","blue"
"TANK","turquoise"
"NOTCH2","turquoise"
"HMOX1","yellow"
"NELL2","blue"
"TES","turquoise"
"LGALS8","grey"
"GEM","grey"
"DSG2","brown"
"RPS4Y1","grey"
"CARMIL1","grey"
"DNAH10","blue"
"IGLV3-19","purple"
"MAFF","grey"
"CCDC3","grey"
"PDHB","brown"
"TRIM56","turquoise"
"ZFAND6","brown"
"PTPRZ1","grey"
"PSMB8-AS1","pink"
"IGLV2-11","purple"
"SCIN","grey"
"LMCD1","black"
"SNCA","grey"
"SLC25A37","turquoise"
"CHD4","grey"
"TMEM154","yellow"
"EBLN3P","turquoise"
"HYAL2","grey"
"SPART","green"
"LOC102723407","tan"
"CD209","yellow"
"LRIG3","turquoise"
"CLSTN1","grey"
"PHB1","black"
"SCOC","turquoise"
"SPACA9","blue"
"CLEC14A","green"
"GM2A","grey"
"PLEKHA5","grey"
"ZDHHC13","brown"
"NEU1","turquoise"
"VPS4A","grey"
"RESF1","tan"
"CTDSP2","turquoise"
"PTBP1","grey"
"DNAH2","blue"
"FBLN2","green"
"ABCD3","grey"
"SBSN","greenyellow"
"APEX1","brown"
"SKIL","turquoise"
"CFAP300","blue"
"C6ORF118","blue"
"CABCOCO1","blue"
"PTK2B","pink"
"POLR2B","grey"
"XRN1","pink"
"MFSD2A","brown"
"LOC100419583","pink"
"CLC","yellow"
"RBM23","turquoise"
"RGL2","turquoise"
"ODC1","grey"
"ILVBL","brown"
"OSCP1","blue"
"SPRYD3","turquoise"
"GIMAP4","yellow"
"IGF1R","turquoise"
"GAS6","grey"
"SEPHS2","grey"
"SULF2","magenta"
"FOXN3","grey"
"SYBU","blue"
"ELL2","turquoise"
"FHAD1","blue"
"GK5","turquoise"
"STAU1","turquoise"
"TAF7","turquoise"
"POLD2","brown"
"TAPBPL","turquoise"
"PCYOX1","turquoise"
"MTDH","grey"
"TMEM43","turquoise"
"EYA2","grey"
"ASH1L","turquoise"
"HAS3","turquoise"
"ISLR","magenta"
"SLC1A4","grey"
"MRPL3","turquoise"
"BACE2","brown"
"PSMC5","brown"
"FAHD2A","black"
"PCNP","turquoise"
"CHCHD2","red"
"PREB","turquoise"
"UQCRFS1","red"
"LRRC41","turquoise"
"ARID4B","turquoise"
"TUBA4A","greenyellow"
"ODAD1","blue"
"COPE","red"
"TNFAIP8","turquoise"
"TNS4","grey"
"GCC2","turquoise"
"TMX2","turquoise"
"PTP4A2","turquoise"
"PRRC2C","grey"
"MS4A7","yellow"
"DHX9","turquoise"
"HNRNPA0","grey"
"TNFAIP1","turquoise"
"CREB3L2","grey"
"CSNK1D","grey"
"TSKU","grey"
"HACD3","turquoise"
"HPS1","turquoise"
"AK3","turquoise"
"MIA3","turquoise"
"NAA50","turquoise"
"STIP1","turquoise"
"ITGBL1","green"
"GIMAP6","green"
"NPY1R","black"
"G3BP2","turquoise"
"NR4A3","grey"
"LRRIQ1","blue"
"SPATA20","turquoise"
"IL16","tan"
"FRMPD2","blue"
"HOPX","greenyellow"
"PTDSS1","turquoise"
"YTHDF2","turquoise"
"GNAI1","grey"
"IFT46","blue"
"NDUFA5","turquoise"
"GSS","turquoise"
"COL16A1","yellow"
"PXN","grey"
"ARG2","grey"
"METTL7A","blue"
"CIITA","yellow"
"RAB25","red"
"FUS","turquoise"
"CHI3L2","black"
"ARFGAP2","turquoise"
"TRAF4","grey"
"TMBIM4","brown"
"SBDS","turquoise"
"APEH","turquoise"
"DDX6","turquoise"
"XPO1","grey"
"ABHD12","grey"
"ELK3","blue"
"SP110","pink"
"KLHDC3","brown"
"JDP2","grey"
"RHOT2","turquoise"
"GGA2","grey"
"PSMD13","turquoise"
"LMOD1","green"
"CLIP1","turquoise"
"RPS23","red"
"LRRC34","blue"
"S100A11","red"
"SRP68","grey"
"CRYL1","grey"
"PSMA2","pink"
"GABRE","grey"
"IRAG1","green"
"PRPF6","turquoise"
"BAIAP2","blue"
"MTUS1","turquoise"
"HNRNPH2","turquoise"
"RAB4A","grey"
"ENKUR","blue"
"PITPNB","turquoise"
"RAP2B","turquoise"
"VMO1","grey"
"ECHS1","brown"
"RHOC","red"
"CASP7","turquoise"
"FAM120B","turquoise"
"SMYD2","blue"
"EIF3M","brown"
"SIGLEC1","yellow"
"SUMF2","turquoise"
"PLS1","blue"
"EXOC7","turquoise"
"CFAP157","blue"
"MECOM","grey"
"PMPCB","turquoise"
"GBP6","greenyellow"
"ATP2C1","turquoise"
"LRRC59","turquoise"
"EXT2","turquoise"
"PPM1G","grey"
"JTB","red"
"NT5C2","turquoise"
"RNASET2","yellow"
"ARL4A","grey"
"SLC20A2","blue"
"OGDH","turquoise"
"KLK11","grey"
"MLF1","blue"
"RASSF6","grey"
